,id,n_date,f_date,group,send_time,viewed_time,phone_status,xyz,loc,ringer_mode,image,personalized,tone_text,app_logs
49,8,2014-07-12,1970-01-01,Occasional,18:00:45,0,0,2,0,2,0,1,0,100.56632515228344
50,8,2014-10-12,1970-01-01,Occasional,19:02:31,0,1,2,0,1,1,1,0,98.80371227846616
51,8,2014-12-13,1970-01-01,Occasional,20:04:03,0,0,1,0,0,1,1,1,98.60930228915488
52,8,2014-12-16,1970-01-01,Occasional,20:31:58,0,1,1,0,2,1,0,1,100.16721487328451
53,8,2014-12-19,1970-01-01,Occasional,20:24:08,0,1,1,0,1,0,0,1,100.44159776197002
54,8,2014-12-22,1970-01-01,Occasional,19:01:21,0,1,1,2,2,1,0,1,99.841994058512
55,8,2014-12-25,1970-01-01,Occasional,18:04:15,0,0,0,2,2,1,0,0,100.07307550168451
56,8,2014-12-28,1970-01-01,Occasional,18:40:42,0,0,0,2,1,0,1,0,100.62612669335407
57,8,2014-12-31,2014-12-31,Occasional,17:28:02,17:57:00,1,0,1,2,0,1,2,100.5638291702999
58,9,2014-05-11,2014-06-11,Daily,20:38:46,07:57:00,1,2,2,2,1,0,1,100.62366337170754
59,10,2014-09-25,2014-09-25,Occasional,19:14:05,19:20:00,1,0,2,2,1,1,0,98.77393355802936
60,10,2014-09-28,2014-09-28,Occasional,19:31:07,19:42:00,1,2,2,1,0,0,2,99.3603376666445
61,10,2014-01-10,2014-01-10,Occasional,18:33:23,19:03:00,0,0,0,1,0,1,0,100.41274307877866
62,10,2014-04-10,2014-04-10,Occasional,18:49:04,18:51:00,1,2,2,0,1,1,1,99.3029917040224
63,10,2014-07-10,2014-07-10,Occasional,20:51:06,22:03:00,1,2,2,0,0,1,0,98.33351084379979
64,10,2014-10-10,2014-10-10,Occasional,19:25:18,23:28:00,0,0,1,2,0,1,0,100.31492707879224
65,10,2014-10-13,2014-10-13,Occasional,19:46:00,19:51:00,0,2,1,1,0,0,2,100.91209248489787
66,10,2014-10-16,1970-01-01,Occasional,20:47:09,0,1,0,0,1,1,1,1,99.08217696465665
67,10,2014-10-19,2014-10-19,Occasional,19:01:53,23:26:00,1,0,0,2,0,1,2,99.84527058245514
68,10,2014-10-22,1970-01-01,Occasional,20:29:54,0,1,2,2,1,0,1,0,100.23612821363272
69,10,2014-10-25,1970-01-01,Occasional,18:50:09,0,1,1,2,2,0,0,2,99.59865218621665
70,10,2014-10-31,2014-10-31,Occasional,19:59:30,20:33:00,0,1,0,1,0,0,1,99.38490660420219
71,10,2014-03-11,2014-03-11,Occasional,20:04:43,20:39:00,0,2,0,0,0,0,0,102.2492932989098
72,10,2014-06-11,2014-07-11,Occasional,20:27:57,00:02:00,1,1,1,0,0,1,0,100.57289332748272
73,10,2014-09-11,2014-09-11,Occasional,20:21:04,20:24:00,0,0,0,2,1,1,2,99.21716836603196
74,10,2014-12-11,2014-12-11,Occasional,18:06:06,18:18:00,1,2,1,1,1,0,1,100.03522745795783
75,10,2014-11-15,1970-01-01,Occasional,18:33:06,0,0,2,0,1,1,1,2,101.2077323446577
76,10,2014-11-18,2014-11-18,Occasional,20:56:44,22:42:00,1,1,1,2,1,0,2,100.28825007832123
77,10,2014-11-21,1970-01-01,Occasional,20:00:37,0,1,2,1,0,1,0,2,99.85686695249808
78,10,2014-11-24,1970-01-01,Occasional,18:11:58,0,0,2,2,1,0,1,0,99.38134930220951
79,10,2014-11-27,1970-01-01,Occasional,20:42:07,0,0,1,0,2,0,1,2,98.70179592128409
80,10,2014-11-30,1970-01-01,Occasional,18:57:04,0,0,1,0,1,1,1,1,99.77378919592809
81,10,2014-03-12,1970-01-01,Occasional,19:11:48,0,0,2,0,0,0,0,2,100.0584082233131
82,10,2014-06-12,2014-06-12,Occasional,18:05:06,18:48:00,1,0,0,1,1,1,0,99.83930798032291
83,10,2014-09-12,2014-09-12,Occasional,18:21:33,18:28:00,1,1,2,2,1,1,1,100.83158018084728
84,10,2014-12-12,1970-01-01,Occasional,18:29:51,0,1,2,0,1,1,0,2,99.42061166052359
85,10,2014-12-15,2014-12-15,Occasional,20:21:41,21:53:00,1,2,2,2,0,0,0,99.1976673613571
86,10,2014-12-18,2014-12-18,Occasional,20:57:29,21:10:00,0,0,0,1,1,0,2,100.71388928787242
87,10,2014-12-21,2014-12-21,Occasional,20:16:33,21:39:00,1,2,1,0,1,1,1,101.24299886431162
88,10,2014-12-24,1970-01-01,Occasional,19:12:43,0,1,0,0,1,1,0,2,99.17022387791823
89,10,2014-12-27,1970-01-01,Occasional,18:30:01,0,0,0,1,1,1,1,1,99.37054407452787
90,10,2014-12-30,2014-12-30,Occasional,20:55:19,21:05:00,1,0,1,1,0,1,0,101.83804162837866
91,10,2015-02-01,1970-01-01,Occasional,20:22:06,0,1,0,2,2,1,0,2,100.3398415085074
92,10,2015-05-01,1970-01-01,Occasional,20:42:05,0,1,1,0,2,0,1,1,99.71707595489448
93,10,2015-08-01,1970-01-01,Occasional,20:47:04,0,1,2,2,0,1,1,0,100.10585885259155
94,10,2015-11-01,1970-01-01,Occasional,20:37:30,0,0,0,0,2,1,0,2,99.31684813261971
95,10,2015-01-14,1970-01-01,Occasional,19:50:39,0,1,2,1,2,1,0,1,100.84644073290096
96,10,2015-01-17,1970-01-01,Occasional,19:38:47,0,1,1,0,2,0,1,0,98.95715029558411
97,10,2015-01-20,1970-01-01,Occasional,19:18:49,0,0,2,0,0,1,0,2,99.67376741794415
98,10,2015-01-23,1970-01-01,Occasional,20:20:00,0,1,1,0,2,0,1,2,100.83625352128
99,10,2015-01-26,1970-01-01,Occasional,20:02:08,0,1,2,0,1,1,0,2,98.72295352596625
100,10,2015-01-29,2015-01-29,Occasional,18:26:06,18:26:00,0,2,2,1,0,1,0,99.96535705568614
101,10,2015-01-02,1970-01-01,Occasional,19:42:08,0,0,2,0,1,0,1,2,98.42789860704647
102,10,2015-04-02,2015-04-02,Occasional,20:28:39,20:37:00,0,2,1,2,1,0,0,100.74587551412282
103,10,2015-07-02,2015-07-02,Occasional,19:48:53,20:31:00,0,1,1,1,0,1,1,100.2732272582206
104,10,2015-10-02,2015-10-02,Occasional,19:50:01,21:22:00,1,2,1,0,0,1,0,101.0105941191465
105,10,2015-02-13,1970-01-01,Occasional,20:21:31,0,1,2,0,2,0,1,0,99.86556307402498
106,11,2014-09-25,1970-01-01,Daily,21:17:05,0,0,0,0,0,0,1,0,100.48535499058106
107,11,2014-09-26,1970-01-01,Daily,21:49:10,0,1,2,0,1,1,0,1,99.93053629713728
108,11,2014-09-27,1970-01-01,Daily,12:47:01,0,1,2,0,2,1,0,0,99.91178917256086
109,11,2014-09-28,1970-01-01,Daily,20:25:25,0,1,0,0,1,0,1,0,98.79361516605387
110,11,2014-09-29,1970-01-01,Daily,19:09:07,0,1,2,1,0,0,1,2,99.33448396563644
111,11,2014-09-30,1970-01-01,Daily,19:12:22,0,1,1,1,2,1,0,1,99.26891390109755
112,11,2014-01-10,1970-01-01,Daily,19:47:03,0,1,1,0,0,0,0,0,101.16963623168452
113,11,2014-02-10,1970-01-01,Daily,18:33:27,0,0,2,0,2,0,0,0,100.58779854293725
114,11,2014-03-10,1970-01-01,Daily,20:26:24,0,1,1,1,0,0,1,0,99.10242397099769
115,11,2014-04-10,2014-04-10,Daily,18:39:00,23:09:00,1,1,0,0,1,0,2,97.58267104669767
116,11,2014-05-10,1970-01-01,Daily,19:07:07,0,1,0,0,0,1,0,1,100.95144540854056
117,11,2014-06-10,2014-06-10,Daily,20:40:07,20:40:00,1,2,2,0,0,1,0,100.74055869401542
118,11,2014-07-10,1970-01-01,Daily,19:15:11,0,0,0,2,0,0,0,2,99.47182264413372
119,11,2014-08-10,1970-01-01,Daily,18:32:47,0,1,1,1,2,1,0,0,100.02053970009987
120,11,2014-09-10,1970-01-01,Daily,18:38:06,0,0,1,0,2,0,0,0,100.66627375048287
121,11,2014-10-10,1970-01-01,Daily,18:55:45,0,1,0,1,0,1,0,2,100.52354417613694
122,11,2014-11-10,1970-01-01,Daily,18:28:20,0,1,1,2,0,1,1,0,99.11756851658188
123,11,2014-12-10,1970-01-01,Daily,20:39:08,0,0,0,0,2,0,1,1,99.14939601509697
124,11,2014-10-13,1970-01-01,Daily,18:11:11,0,0,0,1,1,1,0,0,98.97561374282907
125,11,2014-10-14,1970-01-01,Daily,18:34:02,0,0,2,1,1,0,1,1,99.88979508686309
126,11,2014-10-15,1970-01-01,Daily,18:32:03,0,1,0,2,1,0,1,2,99.9225855931633
127,11,2014-10-16,1970-01-01,Daily,19:14:44,0,1,0,1,2,0,0,0,99.00734154442725
128,11,2014-10-17,1970-01-01,Daily,18:00:41,0,1,2,1,1,1,0,0,101.99336919074112
129,11,2014-10-18,1970-01-01,Daily,20:33:19,0,0,0,2,2,0,1,0,101.92255043755638
130,11,2014-10-19,1970-01-01,Daily,20:21:16,0,1,0,0,0,1,0,0,100.75503797512887
131,11,2014-10-20,1970-01-01,Daily,19:16:59,0,0,2,1,2,0,1,0,98.93904068117442
132,11,2014-10-21,1970-01-01,Daily,18:55:02,0,0,2,1,2,1,0,1,100.13423249703337
133,11,2014-10-22,1970-01-01,Daily,20:52:45,0,1,0,2,2,1,0,1,100.27422746330188
134,11,2014-10-23,1970-01-01,Daily,18:10:57,0,1,1,1,2,0,1,1,100.03513932671639
135,11,2014-10-24,1970-01-01,Daily,19:03:06,0,1,2,2,0,0,1,1,101.54199070005869
136,11,2014-10-25,1970-01-01,Daily,18:32:57,0,0,0,1,2,0,1,0,99.42155725733907
137,11,2014-10-27,1970-01-01,Daily,20:09:45,0,0,0,1,2,1,1,1,98.90437443661006
138,11,2014-10-28,1970-01-01,Daily,19:09:23,0,0,1,1,1,1,0,2,100.04891670820777
139,11,2014-10-29,1970-01-01,Daily,19:52:28,0,0,1,2,2,1,1,0,99.95128082630919
140,11,2014-10-30,1970-01-01,Daily,20:01:01,0,0,0,0,1,1,0,1,98.92480145415666
141,11,2014-10-31,1970-01-01,Daily,19:29:59,0,0,0,0,2,0,1,0,101.19992590799852
142,11,2014-01-11,2014-01-11,Daily,19:25:34,22:41:00,0,0,1,2,1,0,2,100.5885311216905
143,11,2014-02-11,1970-01-01,Daily,19:08:54,0,1,0,0,1,1,1,2,101.54210074945647
144,11,2014-03-11,1970-01-01,Daily,19:36:53,0,1,0,1,2,1,0,0,100.99917526177033
145,11,2014-04-11,1970-01-01,Daily,18:29:15,0,1,1,0,0,0,1,2,99.06376931310703
146,11,2014-05-11,1970-01-01,Daily,20:02:05,0,1,2,1,0,1,0,2,100.22384834882585
147,11,2014-06-11,1970-01-01,Daily,20:34:08,0,1,1,0,0,1,1,1,101.48704051409858
148,11,2014-07-11,1970-01-01,Daily,18:28:06,0,0,0,1,0,0,1,0,100.59025309205909
149,11,2014-08-11,1970-01-01,Daily,19:54:33,0,0,2,2,2,0,1,2,100.34900328359348
150,11,2014-10-11,1970-01-01,Daily,19:34:03,0,0,0,1,0,1,1,1,100.12004235355647
151,11,2014-11-11,1970-01-01,Daily,19:10:17,0,1,1,1,0,1,0,0,102.85553827826372
152,11,2014-12-11,1970-01-01,Daily,20:10:09,0,0,0,1,0,1,0,0,99.47242826145606
153,11,2014-11-13,1970-01-01,Daily,20:36:30,0,0,1,2,2,0,0,1,99.89142613313506
154,11,2014-11-14,1970-01-01,Daily,19:54:09,0,1,0,2,2,1,1,2,100.5535900899999
155,11,2014-11-15,1970-01-01,Daily,20:20:05,0,1,1,1,1,0,1,1,100.18928142355472
156,11,2014-11-16,1970-01-01,Daily,20:52:00,0,1,1,1,1,0,0,0,101.909921080988
157,11,2014-11-17,1970-01-01,Daily,19:31:59,0,1,0,2,1,1,1,2,99.60700851688017
158,11,2014-11-18,1970-01-01,Daily,20:02:33,0,0,1,1,1,0,1,2,101.00601276233914
159,11,2014-11-19,1970-01-01,Daily,19:44:22,0,1,2,1,1,0,1,1,99.13037284955746
160,11,2014-11-20,1970-01-01,Daily,19:51:03,0,0,0,2,1,1,0,0,100.26775442719693
161,11,2014-11-21,1970-01-01,Daily,19:22:14,0,1,0,2,2,0,1,2,100.12853245435689
162,11,2014-11-22,1970-01-01,Daily,19:27:01,0,0,1,2,0,0,1,2,99.26821313254776
163,11,2014-11-23,1970-01-01,Daily,20:29:02,0,1,1,1,0,1,1,2,98.78592691214101
164,11,2014-11-24,1970-01-01,Daily,18:54:06,0,0,2,0,2,1,1,2,101.47449137984485
165,11,2014-11-25,1970-01-01,Daily,20:10:43,0,0,1,2,0,0,0,0,98.79437748072304
166,11,2014-11-26,1970-01-01,Daily,18:09:23,0,1,2,0,0,1,1,2,99.22457910630533
167,11,2014-11-27,1970-01-01,Daily,18:56:36,0,0,2,1,1,0,1,2,100.6014950987089
168,11,2014-11-28,1970-01-01,Daily,19:38:57,0,0,1,0,2,1,1,2,100.93421286210268
169,11,2014-11-29,1970-01-01,Daily,20:08:05,0,1,0,0,1,0,1,1,98.63137412731615
170,11,2014-11-30,1970-01-01,Daily,20:47:56,0,0,0,2,0,1,0,2,98.11599459678442
171,11,2014-01-12,1970-01-01,Daily,20:55:11,0,0,0,1,2,1,0,1,100.39623964943635
172,11,2014-02-12,1970-01-01,Daily,18:07:13,0,0,2,0,2,0,0,1,99.51822299968379
173,11,2014-03-12,2014-03-12,Daily,19:11:08,21:01:00,1,1,1,2,1,1,2,99.80444740247924
174,11,2014-04-12,1970-01-01,Daily,18:28:12,0,1,0,0,1,0,0,0,100.43076787650503
175,11,2014-05-12,1970-01-01,Daily,20:50:20,0,0,2,0,0,1,1,1,99.90091865327575
176,11,2014-06-12,1970-01-01,Daily,19:38:50,0,1,0,1,2,0,1,0,97.13089226251894
177,11,2014-07-12,1970-01-01,Daily,18:48:52,0,0,2,2,0,0,1,1,98.71410898186382
178,11,2014-08-12,1970-01-01,Daily,19:34:24,0,0,1,2,0,1,1,1,99.97403656588119
179,11,2014-09-12,1970-01-01,Daily,18:46:52,0,0,1,0,1,0,0,0,99.98495843057258
180,11,2014-10-12,1970-01-01,Daily,20:01:13,0,0,2,1,1,1,1,2,99.62581943616355
181,11,2014-11-12,1970-01-01,Daily,19:21:09,0,0,0,1,2,0,0,1,99.01041979710271
182,11,2014-12-12,1970-01-01,Daily,20:01:00,0,1,2,1,1,1,0,1,101.24478995295313
183,11,2014-12-13,1970-01-01,Daily,20:46:52,0,1,0,2,0,0,0,0,99.16264271003367
184,11,2014-12-14,1970-01-01,Daily,20:58:47,0,1,2,0,1,1,1,2,99.2481479815804
185,11,2014-12-15,1970-01-01,Daily,20:25:39,0,1,2,1,0,1,0,1,98.401361333499
186,11,2014-12-16,1970-01-01,Daily,19:56:35,0,0,1,1,2,0,0,1,99.26288594791518
187,11,2014-12-17,1970-01-01,Daily,18:50:21,0,0,1,0,2,0,0,2,98.87426301964445
188,11,2014-12-18,1970-01-01,Daily,18:47:21,0,1,0,1,1,1,1,1,101.94127343825231
189,11,2014-12-19,1970-01-01,Daily,19:22:11,0,1,0,2,1,1,0,0,98.39512563584204
190,11,2014-12-20,1970-01-01,Daily,20:30:02,0,0,2,1,1,1,1,1,100.28514339660823
191,11,2014-12-21,1970-01-01,Daily,19:18:08,0,0,0,1,1,0,0,0,97.86136694311375
192,11,2014-12-22,1970-01-01,Daily,19:08:07,0,0,0,2,2,0,0,0,98.92307357038528
193,11,2014-12-23,1970-01-01,Daily,19:05:32,0,1,1,0,1,1,1,2,100.52933413922057
194,11,2014-12-24,1970-01-01,Daily,18:50:46,0,1,2,2,2,0,0,2,101.57302430340054
195,11,2014-12-25,1970-01-01,Daily,20:50:20,0,1,0,2,1,0,0,2,101.12780947297993
196,11,2014-12-26,1970-01-01,Daily,19:05:15,0,0,2,2,0,1,1,0,100.4709832819075
197,11,2014-12-27,1970-01-01,Daily,20:47:27,0,0,2,0,0,0,0,1,100.39019553377824
198,11,2014-12-28,1970-01-01,Daily,20:55:46,0,1,1,0,2,0,1,2,101.26260444201995
199,11,2014-12-29,1970-01-01,Daily,18:38:19,0,1,1,1,2,1,0,1,99.35633403535786
200,11,2014-12-30,1970-01-01,Daily,18:17:45,0,1,2,2,0,0,0,0,100.43116935235187
201,11,2014-12-31,1970-01-01,Daily,19:39:33,0,0,0,0,1,1,1,1,101.53954127852255
202,11,2015-01-01,1970-01-01,Daily,19:12:16,0,1,0,0,0,1,0,0,99.53308560028898
203,11,2015-02-01,1970-01-01,Daily,20:36:48,0,0,0,0,0,1,1,1,99.702544809617
204,11,2015-03-01,1970-01-01,Daily,19:44:59,0,1,0,0,2,0,1,2,99.29737807935348
205,11,2015-04-01,1970-01-01,Daily,19:17:08,0,1,1,2,1,1,0,0,101.59797729577188
206,11,2015-05-01,1970-01-01,Daily,19:54:20,0,0,2,2,1,0,0,1,99.07846937973231
207,11,2015-06-01,1970-01-01,Daily,18:58:18,0,1,2,0,1,0,0,1,99.63796133007216
208,11,2015-07-01,1970-01-01,Daily,20:52:01,0,0,0,0,0,1,1,1,99.17538142564865
209,11,2015-08-01,1970-01-01,Daily,19:23:18,0,0,2,2,2,1,0,1,99.53367352591079
210,11,2015-09-01,1970-01-01,Daily,19:17:15,0,0,2,2,0,0,0,0,100.40837336408919
211,11,2015-10-01,1970-01-01,Daily,19:56:29,0,0,1,2,1,1,0,0,98.10049714856719
212,11,2015-11-01,1970-01-01,Daily,20:41:35,0,1,0,0,0,0,0,1,100.55724698092223
213,11,2015-12-01,1970-01-01,Daily,20:32:25,0,0,0,2,2,0,0,0,101.50897157562717
214,11,2015-01-13,1970-01-01,Daily,19:48:19,0,1,2,0,0,1,1,1,101.30221231198146
215,11,2015-01-14,1970-01-01,Daily,19:00:21,0,1,1,1,1,0,1,2,98.00981042625416
216,11,2015-01-15,1970-01-01,Daily,19:13:04,0,0,0,2,1,1,0,1,100.41803782802378
217,11,2015-01-16,1970-01-01,Daily,20:19:20,0,1,2,1,2,0,0,2,101.59548299977071
218,11,2015-01-17,1970-01-01,Daily,18:39:01,0,0,0,2,2,1,0,0,99.97889968806503
219,11,2015-01-18,2015-01-18,Daily,19:33:19,19:41:00,1,2,0,0,0,0,0,101.94977041532957
220,11,2015-01-19,1970-01-01,Daily,19:34:50,0,0,2,0,0,0,0,0,99.5141650226346
221,11,2015-01-20,1970-01-01,Daily,20:24:09,0,1,1,1,1,0,1,2,99.78926021813284
222,11,2015-01-21,1970-01-01,Daily,19:05:09,0,1,2,1,2,1,1,2,101.22712968015138
223,11,2015-01-22,1970-01-01,Daily,18:12:10,0,1,2,0,2,1,0,0,99.87560098315573
224,11,2015-01-23,1970-01-01,Daily,20:53:51,0,1,1,0,0,1,0,0,101.24506139233648
225,11,2015-01-24,1970-01-01,Daily,18:42:15,0,1,0,2,2,1,0,1,99.29408673842862
226,11,2015-01-25,1970-01-01,Daily,18:35:28,0,1,1,0,0,1,1,1,100.27490502633012
227,11,2015-01-26,1970-01-01,Daily,19:22:20,0,0,0,1,0,0,0,1,100.4120998429604
228,11,2015-01-27,1970-01-01,Daily,18:17:40,0,1,0,2,1,0,0,2,99.88414287678746
229,11,2015-01-28,1970-01-01,Daily,18:23:36,0,1,0,1,1,1,1,0,101.03581282621796
230,11,2015-01-29,1970-01-01,Daily,18:57:54,0,0,0,2,0,1,0,2,100.20811826388754
231,11,2015-01-30,1970-01-01,Daily,20:31:57,0,0,1,2,1,0,0,2,100.53386213191537
232,11,2015-01-31,1970-01-01,Daily,19:23:10,0,1,2,2,1,0,0,0,100.04427039364212
233,11,2015-01-02,1970-01-01,Daily,19:20:53,0,1,1,0,2,1,0,2,101.311793030899
234,11,2015-02-02,1970-01-01,Daily,18:04:38,0,1,0,0,1,1,1,0,98.94140161669371
235,11,2015-03-02,1970-01-01,Daily,19:44:02,0,0,1,2,0,0,1,2,99.10002419868482
236,11,2015-04-02,1970-01-01,Daily,18:46:38,0,1,2,0,2,0,0,1,99.10763961223437
237,11,2015-05-02,1970-01-01,Daily,19:16:08,0,1,0,2,0,1,0,2,101.92956306552426
238,11,2015-06-02,1970-01-01,Daily,20:54:27,0,1,2,0,1,1,1,0,98.32662428744125
239,11,2015-07-02,1970-01-01,Daily,18:06:13,0,0,1,0,2,1,1,1,100.66639720045691
240,11,2015-08-02,1970-01-01,Daily,18:28:08,0,1,0,0,2,0,1,1,100.38206130477835
241,11,2015-09-02,1970-01-01,Daily,18:22:56,0,1,2,1,2,0,0,0,100.41967321622384
242,11,2015-10-02,1970-01-01,Daily,20:32:23,0,0,2,1,1,1,0,0,99.15799377708655
243,11,2015-11-02,1970-01-01,Daily,19:58:05,0,0,0,1,2,0,0,2,99.93255941639002
244,11,2015-12-02,1970-01-01,Daily,20:18:34,0,0,0,0,0,0,1,0,99.31706966787466
245,11,2015-02-13,1970-01-01,Daily,20:25:35,0,1,2,2,0,0,0,0,100.3331186800362
246,11,2015-02-14,1970-01-01,Daily,20:51:27,0,0,0,1,0,0,1,2,99.56360117935738
247,11,2015-02-15,1970-01-01,Daily,20:28:12,0,1,1,2,1,0,0,0,100.0650585874491
248,12,2014-07-11,2014-07-11,Occasional,19:50:48,21:42:00,1,0,1,1,0,1,0,99.018097337719
249,12,2014-10-11,2014-10-11,Occasional,18:28:01,22:13:00,0,1,0,2,0,1,0,98.94570937919573
250,12,2014-11-13,2014-11-13,Occasional,20:35:05,22:27:00,1,1,0,0,0,1,0,100.489617469038
251,12,2014-11-16,1970-01-01,Occasional,18:37:29,0,0,1,1,2,0,1,0,100.42416966357321
252,12,2014-11-19,1970-01-01,Occasional,18:14:00,0,0,1,2,1,1,0,1,99.76315859152545
253,12,2014-11-22,2014-11-25,Occasional,18:02:01,09:02:00,1,2,2,2,1,0,0,100.80984868725268
254,12,2014-11-25,1970-01-01,Occasional,19:19:13,0,1,0,0,2,0,1,1,99.62095483852225
255,12,2014-11-28,1970-01-01,Occasional,20:48:45,0,0,0,2,1,1,1,0,100.36025053006502
256,12,2014-01-12,1970-01-01,Occasional,19:28:00,0,1,0,2,0,0,1,2,100.86298798096671
257,12,2014-04-12,1970-01-01,Occasional,18:08:09,0,1,1,2,0,0,0,0,97.8365857760269
258,12,2014-07-12,1970-01-01,Occasional,18:13:30,0,0,1,0,2,1,0,2,100.03094762758471
259,12,2014-10-12,1970-01-01,Occasional,19:36:35,0,1,0,1,1,1,0,1,99.38856127316099
260,12,2014-12-14,1970-01-01,Occasional,18:48:10,0,1,2,1,2,1,0,1,99.98889585637923
261,12,2014-12-17,1970-01-01,Occasional,20:59:26,0,0,2,1,1,1,0,2,98.83925820604867
262,12,2014-12-20,1970-01-01,Occasional,18:51:14,0,0,0,0,0,0,1,0,99.47615283629523
263,12,2014-12-23,1970-01-01,Occasional,18:52:24,0,1,0,2,2,1,1,0,100.813040153914
264,12,2014-12-26,1970-01-01,Occasional,20:22:27,0,1,2,0,2,1,1,2,100.5778262884912
265,12,2014-12-29,1970-01-01,Occasional,20:02:07,0,0,0,0,1,1,0,0,100.97567112576075
266,12,2015-01-01,1970-01-01,Occasional,18:56:48,0,1,1,0,0,1,1,0,100.79274547928769
267,12,2015-04-01,1970-01-01,Occasional,19:51:54,0,0,0,0,0,1,0,1,100.8026849952344
268,12,2015-07-01,1970-01-01,Occasional,20:31:15,0,0,0,2,0,0,1,1,99.43339875632236
